Titre de tracé : 20011406;;;;;;;
#;Date;Heure;Moy. : Température, °C (LGR S/N: 20011406);Coupleur attaché (LGR S/N: 20011406);Hôte connecté (LGR S/N: 20011406);Arrêté (LGR S/N: 20011406);Fin de fichier (LGR S/N: 20011406)
3458;05/15/2021;10:00:00;5.450;;;;
3459;05/15/2021;12:00:00;7.983;;;;
3460;05/15/2021;14:00:00;8.282;;;;
3461;05/15/2021;16:00:00;6.978;;;;
3462;05/15/2021;18:00:00;5.860;;;;
3463;05/15/2021;20:00:00;3.367;;;;
3464;05/15/2021;22:00:00;2.943;;;;
3465;05/16/2021;00:00:00;1.980;;;;
3466;05/16/2021;02:00:00;2.195;;;;
3467;05/16/2021;04:00:00;2.303;;;;
3468;05/16/2021;06:00:00;2.410;;;;
3469;05/16/2021;08:00:00;4.207;;;;
3470;05/16/2021;10:00:00;6.877;;;;
3471;05/16/2021;12:00:00;12.980;;;;
3472;05/16/2021;14:00:00;9.866;;;;
3473;05/16/2021;16:00:00;8.082;;;;
3474;05/16/2021;18:00:00;5.552;;;;
3475;05/16/2021;20:00:00;3.261;;;;
3476;05/16/2021;22:00:00;2.303;;;;
3477;05/17/2021;00:00:00;0.674;;;;
3478;05/17/2021;02:00:00;0.453;;;;
3479;05/17/2021;04:00:00;1.112;;;;
3480;05/17/2021;06:00:00;1.221;;;;
3481;05/17/2021;08:00:00;1.330;;;;
3482;05/17/2021;10:00:00;1.439;;;;
3483;05/17/2021;12:00:00;2.088;;;;
3484;05/17/2021;14:00:00;8.282;;;;
3485;05/17/2021;16:00:00;6.370;;;;
3486;05/17/2021;18:00:00;4.207;;;;
3487;05/17/2021;20:00:00;1.656;;;;
3488;05/17/2021;22:00:00;0.674;;;;
3489;05/18/2021;00:00:00;1.112;;;;
3490;05/18/2021;02:00:00;1.330;;;;
3491;05/18/2021;04:00:00;1.221;;;;
3492;05/18/2021;06:00:00;1.003;;;;
3493;05/18/2021;08:00:00;1.439;;;;
3494;05/18/2021;10:00:00;3.578;;;;
3495;05/18/2021;12:00:00;16.237;;;;
3496;05/18/2021;14:00:00;21.855;;;;
3497;05/18/2021;16:00:00;8.879;;;;
3498;05/18/2021;18:00:00;2.943;;;;
3499;05/18/2021;20:00:00;2.730;;;;
3500;05/18/2021;22:00:00;1.221;;;;
3501;05/19/2021;00:00:00;1.548;;;;
3502;05/19/2021;02:00:00;-0.102;;;;
3503;05/19/2021;04:00:00;0.563;;;;
3504;05/19/2021;06:00:00;0.784;;;;
3505;05/19/2021;08:00:00;1.439;;;;
3506;05/19/2021;10:00:00;6.370;;;;
3507;05/19/2021;12:00:00;7.481;;;;
3508;05/19/2021;14:00:00;17.760;;;;
3509;05/19/2021;16:00:00;2.088;;;;
3510;05/19/2021;18:00:00;5.757;;;;
3511;05/19/2021;20:00:00;1.980;;;;
3512;05/19/2021;22:00:00;2.195;;;;
3513;05/20/2021;00:00:00;2.517;;;;
3514;05/20/2021;02:00:00;2.410;;;;
3515;05/20/2021;04:00:00;2.303;;;;
3516;05/20/2021;06:00:00;2.303;;;;
3517;05/20/2021;08:00:00;2.410;;;;
3518;05/20/2021;10:00:00;2.410;;;;
3519;05/20/2021;12:00:00;11.041;;;;
3520;05/20/2021;14:00:00;29.452;;;;
3521;05/20/2021;16:00:00;29.053;;;;
3522;05/20/2021;18:00:00;14.421;;;;
3523;05/20/2021;20:00:00;7.179;;;;
3524;05/20/2021;22:00:00;4.102;;;;
3525;05/21/2021;00:00:00;3.261;;;;
3526;05/21/2021;02:00:00;3.578;;;;
3527;05/21/2021;04:00:00;3.893;;;;
3528;05/21/2021;06:00:00;3.788;;;;
3529;05/21/2021;08:00:00;6.268;;;;
3530;05/21/2021;10:00:00;13.173;;;;
3531;05/21/2021;12:00:00;18.806;;;;
3532;05/21/2021;14:00:00;15.951;;;;
3533;05/21/2021;16:00:00;13.076;;;;
3534;05/21/2021;18:00:00;8.382;;;;
3535;05/21/2021;20:00:00;7.782;;;;
3536;05/21/2021;22:00:00;6.064;;;;
3537;05/22/2021;00:00:00;5.757;;;;
3538;05/22/2021;02:00:00;1.003;;;;
3539;05/22/2021;04:00:00;2.303;;;;
3540;05/22/2021;06:00:00;2.730;;;;
3541;05/22/2021;08:00:00;2.943;;;;
3542;05/22/2021;10:00:00;3.578;;;;
3543;05/22/2021;12:00:00;19.282;;;;
3544;05/22/2021;14:00:00;28.655;;;;
3545;05/22/2021;16:00:00;24.351;;;;
3546;05/22/2021;18:00:00;16.523;;;;
3547;05/22/2021;20:00:00;9.571;;;;
3548;05/22/2021;22:00:00;6.573;;;;
3549;05/23/2021;00:00:00;3.998;;;;
3550;05/23/2021;02:00:00;2.088;;;;
3551;05/23/2021;04:00:00;1.656;;;;
3552;05/23/2021;06:00:00;0.563;;;;
3553;05/23/2021;08:00:00;1.656;;;;
3554;05/23/2021;10:00:00;5.347;;;;
3555;05/23/2021;12:00:00;24.835;;;;
3556;05/23/2021;14:00:00;28.853;;;;
3557;05/23/2021;16:00:00;20.996;;;;
3558;05/23/2021;18:00:00;15.760;;;;
3559;05/23/2021;20:00:00;9.472;;;;
3560;05/23/2021;22:00:00;5.860;;;;
3561;05/24/2021;00:00:00;4.311;;;;
3562;05/24/2021;02:00:00;4.207;;;;
3563;05/24/2021;04:00:00;5.347;;;;
3564;05/24/2021;06:00:00;5.037;;;;
3565;05/24/2021;08:00:00;5.037;;;;
3566;05/24/2021;10:00:00;7.481;;;;
3567;05/24/2021;12:00:00;11.334;;;;
3568;05/24/2021;14:00:00;11.139;;;;
3569;05/24/2021;16:00:00;12.690;;;;
3570;05/24/2021;18:00:00;9.472;;;;
3571;05/24/2021;20:00:00;6.268;;;;
3572;05/24/2021;22:00:00;2.943;;;;
3573;05/25/2021;00:00:00;1.764;;;;
3574;05/25/2021;02:00:00;1.112;;;;
3575;05/25/2021;04:00:00;0.453;;;;
3576;05/25/2021;06:00:00;-1.684;;;;
3577;05/25/2021;08:00:00;-1.341;;;;
3578;05/25/2021;10:00:00;6.166;;;;
3579;05/25/2021;12:00:00;17.094;;;;
3580;05/25/2021;14:00:00;27.173;;;;
3581;05/25/2021;16:00:00;26.781;;;;
3582;05/25/2021;18:00:00;12.594;;;;
3583;05/25/2021;20:00:00;4.519;;;;
3584;05/25/2021;22:00:00;1.764;;;;
3585;05/26/2021;00:00:00;0.674;;;;
3586;05/26/2021;02:00:00;-0.102;;;;
3587;05/26/2021;04:00:00;-1.114;;;;
3588;05/26/2021;06:00:00;-1.001;;;;
3589;05/26/2021;08:00:00;1.112;;;;
3590;05/26/2021;10:00:00;11.334;;;;
3591;05/26/2021;12:00:00;29.252;;;;
3592;05/26/2021;14:00:00;33.430;;;;
3593;05/26/2021;16:00:00;30.356;;;;
3594;05/26/2021;18:00:00;17.570;;;;
3595;05/26/2021;20:00:00;9.472;;;;
3596;05/26/2021;22:00:00;5.347;;;;
3597;05/27/2021;00:00:00;3.998;;;;
3598;05/27/2021;02:00:00;3.367;;;;
3599;05/27/2021;04:00:00;2.195;;;;
3600;05/27/2021;06:00:00;1.656;;;;
3601;05/27/2021;08:00:00;3.367;;;;
3602;05/27/2021;10:00:00;12.207;;;;
3603;05/27/2021;12:00:00;28.853;;;;
3604;05/27/2021;14:00:00;29.352;;;;
3605;05/27/2021;16:00:00;17.760;;;;
3606;05/27/2021;18:00:00;17.284;;;;
3607;05/27/2021;20:00:00;8.581;;;;
3608;05/27/2021;22:00:00;5.037;;;;
3609;05/28/2021;00:00:00;3.578;;;;
3610;05/28/2021;02:00:00;2.624;;;;
3611;05/28/2021;04:00:00;1.548;;;;
3612;05/28/2021;06:00:00;1.764;;;;
3613;05/28/2021;08:00:00;3.578;;;;
3614;05/28/2021;10:00:00;14.325;;;;
3615;05/28/2021;12:00:00;31.472;;;;
3616;05/28/2021;14:00:00;34.058;;;;
3617;05/28/2021;16:00:00;31.064;;;;
3618;05/28/2021;18:00:00;20.805;;;;
3619;05/28/2021;20:00:00;11.334;;;;
3620;05/28/2021;22:00:00;9.176;;;;
3621;05/29/2021;00:00:00;7.882;;;;
3622;05/29/2021;02:00:00;6.775;;;;
3623;05/29/2021;04:00:00;6.877;;;;
3624;05/29/2021;06:00:00;6.370;;;;
3625;05/29/2021;08:00:00;10.063;;;;
3626;05/29/2021;10:00:00;12.980;;;;
3627;05/29/2021;12:00:00;19.377;;;;
3628;05/29/2021;14:00:00;24.062;;;;
3629;05/29/2021;16:00:00;21.951;;;;
3630;05/29/2021;18:00:00;16.618;;;;
3631;05/29/2021;20:00:00;11.139;;;;
3632;05/29/2021;22:00:00;9.077;;;;
3633;05/30/2021;00:00:00;6.674;;;;
3634;05/30/2021;02:00:00;5.450;;;;
3635;05/30/2021;04:00:00;4.311;;;;
3636;05/30/2021;06:00:00;3.788;;;;
3637;05/30/2021;08:00:00;5.552;;;;
3638;05/30/2021;10:00:00;15.569;;;;
3639;05/30/2021;12:00:00;26.488;;;;
3640;05/30/2021;14:00:00;26.390;;;;
3641;05/30/2021;16:00:00;23.196;;;;
3642;05/30/2021;18:00:00;17.094;;;;
3643;05/30/2021;20:00:00;11.041;;;;
3644;05/30/2021;22:00:00;7.481;;;;
3645;05/31/2021;00:00:00;6.674;;;;
3646;05/31/2021;02:00:00;6.064;;;;
3647;05/31/2021;04:00:00;5.655;;;;
3648;05/31/2021;06:00:00;5.962;;;;
3649;05/31/2021;08:00:00;5.962;;;;
3650;05/31/2021;10:00:00;11.722;;;;
3651;05/31/2021;12:00:00;31.676;;;;
3652;05/31/2021;14:00:00;34.691;;;;
3653;05/31/2021;16:00:00;24.835;;;;
3654;05/31/2021;18:00:00;14.517;;;;
3655;05/31/2021;20:00:00;10.357;;;;
3656;05/31/2021;22:00:00;6.877;;;;
3657;06/01/2021;00:00:00;5.860;;;;
3658;06/01/2021;02:00:00;5.037;;;;
3659;06/01/2021;04:00:00;4.623;;;;
3660;06/01/2021;06:00:00;4.102;;;;
3661;06/01/2021;08:00:00;5.860;;;;
3662;06/01/2021;10:00:00;14.421;;;;
3663;06/01/2021;12:00:00;32.911;;;;
3664;06/01/2021;14:00:00;38.268;;;;
3665;06/01/2021;16:00:00;33.014;;;;
3666;06/01/2021;18:00:00;21.569;;;;
3667;06/01/2021;20:00:00;13.558;;;;
3668;06/01/2021;22:00:00;11.139;;;;
3669;06/02/2021;00:00:00;9.768;;;;
3670;06/02/2021;02:00:00;7.882;;;;
3671;06/02/2021;04:00:00;8.182;;;;
3672;06/02/2021;06:00:00;8.581;;;;
3673;06/02/2021;08:00:00;9.275;;;;
3674;06/02/2021;10:00:00;10.063;;;;
3675;06/02/2021;12:00:00;11.334;;;;
3676;06/02/2021;14:00:00;14.996;;;;
3677;06/02/2021;16:00:00;14.325;;;;
3678;06/02/2021;18:00:00;13.173;;;;
3679;06/02/2021;20:00:00;11.431;;;;
3680;06/02/2021;22:00:00;9.669;;;;
3681;06/03/2021;00:00:00;9.373;;;;
3682;06/03/2021;02:00:00;6.775;;;;
3683;06/03/2021;04:00:00;5.757;;;;
3684;06/03/2021;06:00:00;5.450;;;;
3685;06/03/2021;08:00:00;6.775;;;;
3686;06/03/2021;10:00:00;14.134;;;;
3687;06/03/2021;12:00:00;22.525;;;;
3688;06/03/2021;14:00:00;37.165;;;;
3689;06/03/2021;16:00:00;21.187;;;;
3690;06/03/2021;18:00:00;18.901;;;;
3691;06/03/2021;20:00:00;13.558;;;;
3692;06/03/2021;22:00:00;11.722;;;;
3693;06/04/2021;00:00:00;10.651;;;;
3694;06/04/2021;02:00:00;10.357;;;;
3695;06/04/2021;04:00:00;8.978;;;;
3696;06/04/2021;06:00:00;7.179;;;;
3697;06/04/2021;08:00:00;8.382;;;;
3698;06/04/2021;10:00:00;13.558;;;;
3699;06/04/2021;12:00:00;33.639;;;;
3700;06/04/2021;14:00:00;41.692;;;;
3701;06/04/2021;16:00:00;25.902;;;;
3702;06/04/2021;18:00:00;19.662;;;;
3703;06/04/2021;20:00:00;14.517;;;;
3704;06/04/2021;22:00:00;11.722;;;;
3705;06/05/2021;00:00:00;11.041;;;;
3706;06/05/2021;02:00:00;8.978;;;;
3707;06/05/2021;04:00:00;8.779;;;;
3708;06/05/2021;06:00:00;8.680;;;;
3709;06/05/2021;08:00:00;10.161;;;;
3710;06/05/2021;10:00:00;12.304;;;;
3711;06/05/2021;12:00:00;19.092;;;;
3712;06/05/2021;14:00:00;31.166;;;;
3713;06/05/2021;16:00:00;25.708;;;;
3714;06/05/2021;18:00:00;17.760;;;;
3715;06/05/2021;20:00:00;11.431;;;;
3716;06/05/2021;22:00:00;10.161;;;;
3717;06/06/2021;00:00:00;10.063;;;;
3718;06/06/2021;02:00:00;9.373;;;;
3719;06/06/2021;04:00:00;9.275;;;;
3720;06/06/2021;06:00:00;8.978;;;;
3721;06/06/2021;08:00:00;10.161;;;;
3722;06/06/2021;10:00:00;15.187;;;;
3723;06/06/2021;12:00:00;28.357;;;;
3724;06/06/2021;14:00:00;36.728;;;;
3725;06/06/2021;16:00:00;20.329;;;;
3726;06/06/2021;18:00:00;15.282;;;;
3727;06/06/2021;20:00:00;11.819;;;;
3728;06/06/2021;22:00:00;10.651;;;;
3729;06/07/2021;00:00:00;10.455;;;;
3730;06/07/2021;02:00:00;10.259;;;;
3731;06/07/2021;04:00:00;9.965;;;;
3732;06/07/2021;06:00:00;9.965;;;;
3733;06/07/2021;08:00:00;12.787;;;;
3734;06/07/2021;10:00:00;14.804;;;;
3735;06/07/2021;12:00:00;16.237;;;;
3736;06/07/2021;14:00:00;14.038;;;;
3737;06/07/2021;16:00:00;13.558;;;;
3738;06/07/2021;18:00:00;14.038;;;;
3739;06/07/2021;20:00:00;11.916;;;;
3740;06/07/2021;22:00:00;10.259;;;;
3741;06/08/2021;00:00:00;9.373;;;;
3742;06/08/2021;02:00:00;9.472;;;;
3743;06/08/2021;04:00:00;9.275;;;;
3744;06/08/2021;06:00:00;9.176;;;;
3745;06/08/2021;08:00:00;10.063;;;;
3746;06/08/2021;10:00:00;10.455;;;;
3747;06/08/2021;12:00:00;12.690;;;;
3748;06/08/2021;14:00:00;14.804;;;;
3749;06/08/2021;16:00:00;12.207;;;;
3750;06/08/2021;18:00:00;11.334;;;;
3751;06/08/2021;20:00:00;10.944;;;;
3752;06/08/2021;22:00:00;9.866;;;;
3753;06/09/2021;00:00:00;9.768;;;;
3754;06/09/2021;02:00:00;9.373;;;;
3755;06/09/2021;04:00:00;8.779;;;;
3756;06/09/2021;06:00:00;6.877;;;;
3757;06/09/2021;08:00:00;7.582;;;;
3758;06/09/2021;10:00:00;13.461;;;;
3759;06/09/2021;12:00:00;21.760;;;;
3760;06/09/2021;14:00:00;16.427;;;;
3761;06/09/2021;16:00:00;12.690;;;;
3762;06/09/2021;18:00:00;11.916;;;;
3763;06/09/2021;20:00:00;11.041;;;;
3764;06/09/2021;22:00:00;9.176;;;;
3765;06/10/2021;00:00:00;7.782;;;;
3766;06/10/2021;02:00:00;7.179;;;;
3767;06/10/2021;04:00:00;7.782;;;;
3768;06/10/2021;06:00:00;6.370;;;;
3769;06/10/2021;08:00:00;7.179;;;;
3770;06/10/2021;10:00:00;11.236;;;;
3771;06/10/2021;12:00:00;15.378;;;;
3772;06/10/2021;14:00:00;24.448;;;;
3773;06/10/2021;16:00:00;28.754;;;;
3774;06/10/2021;18:00:00;18.806;;;;
3775;06/10/2021;20:00:00;13.750;;;;
3776;06/10/2021;22:00:00;9.866;;;;
3777;06/11/2021;00:00:00;8.581;;;;
3778;06/11/2021;02:00:00;7.882;;;;
3779;06/11/2021;04:00:00;7.280;;;;
3780;06/11/2021;06:00:00;7.079;;;;
3781;06/11/2021;08:00:00;8.581;;;;
3782;06/11/2021;10:00:00;14.134;;;;
3783;06/11/2021;12:00:00;29.552;;;;
3784;06/11/2021;14:00:00;31.370;;;;
3785;06/11/2021;16:00:00;30.963;;;;
3786;06/11/2021;18:00:00;17.950;;;;
3787;06/11/2021;20:00:00;14.134;;;;
3788;06/11/2021;22:00:00;10.161;;;;
3789;06/12/2021;00:00:00;8.879;;;;
3790;06/12/2021;02:00:00;8.282;;;;
3791;06/12/2021;04:00:00;7.882;;;;
3792;06/12/2021;06:00:00;7.582;;;;
3793;06/12/2021;08:00:00;9.077;;;;
3794;06/12/2021;10:00:00;14.804;;;;
3795;06/12/2021;12:00:00;28.555;;;;
3796;06/12/2021;14:00:00;31.370;;;;
3797;06/12/2021;16:00:00;28.953;;;;
3798;06/12/2021;18:00:00;19.853;;;;
3799;06/12/2021;20:00:00;15.569;;;;
3800;06/12/2021;22:00:00;11.819;;;;
3801;06/13/2021;00:00:00;10.161;;;;
3802;06/13/2021;02:00:00;9.472;;;;
3803;06/13/2021;04:00:00;8.779;;;;
3804;06/13/2021;06:00:00;8.182;;;;
3805;06/13/2021;08:00:00;9.472;;;;
3806;06/13/2021;10:00:00;13.750;;;;
3807;06/13/2021;12:00:00;29.053;;;;
3808;06/13/2021;14:00:00;36.511;;;;
3809;06/13/2021;16:00:00;33.639;;;;
3810;06/13/2021;18:00:00;22.429;;;;
3811;06/13/2021;20:00:00;15.664;;;;
3812;06/13/2021;22:00:00;12.980;;;;
3813;06/14/2021;00:00:00;12.013;;;;
3814;06/14/2021;02:00:00;11.431;;;;
3815;06/14/2021;04:00:00;10.455;;;;
3816;06/14/2021;06:00:00;9.965;;;;
3817;06/14/2021;08:00:00;11.236;;;;
3818;06/14/2021;10:00:00;14.996;;;;
3819;06/14/2021;12:00:00;29.452;;;;
3820;06/14/2021;14:00:00;35.222;;;;
3821;06/14/2021;16:00:00;33.743;;;;
3822;06/14/2021;18:00:00;22.525;;;;
3823;06/14/2021;20:00:00;16.523;;;;
3824;06/14/2021;22:00:00;14.038;;;;
3825;06/15/2021;00:00:00;12.787;;;;
3826;06/15/2021;02:00:00;12.013;;;;
3827;06/15/2021;04:00:00;11.431;;;;
3828;06/15/2021;06:00:00;11.819;;;;
3829;06/15/2021;08:00:00;12.304;;;;
3830;06/15/2021;10:00:00;15.951;;;;
3831;06/15/2021;12:00:00;28.357;;;;
3832;06/15/2021;14:00:00;24.931;;;;
3833;06/15/2021;16:00:00;31.166;;;;
3834;06/15/2021;18:00:00;20.234;;;;
3835;06/15/2021;20:00:00;17.284;;;;
3836;06/15/2021;22:00:00;14.134;;;;
3837;06/16/2021;00:00:00;13.942;;;;
3838;06/16/2021;02:00:00;12.304;;;;
3839;06/16/2021;04:00:00;11.528;;;;
3840;06/16/2021;06:00:00;11.041;;;;
3841;06/16/2021;08:00:00;12.304;;;;
3842;06/16/2021;10:00:00;15.569;;;;
3843;06/16/2021;12:00:00;28.357;;;;
3844;06/16/2021;14:00:00;35.542;;;;
3845;06/16/2021;16:00:00;31.778;;;;
3846;06/16/2021;18:00:00;23.581;;;;
3847;06/16/2021;20:00:00;19.472;;;;
3848;06/16/2021;22:00:00;15.951;;;;
3849;06/17/2021;00:00:00;14.517;;;;
3850;06/17/2021;02:00:00;12.980;;;;
3851;06/17/2021;04:00:00;11.819;;;;
3852;06/17/2021;06:00:00;12.401;;;;
3853;06/17/2021;08:00:00;14.038;;;;
3854;06/17/2021;10:00:00;17.284;;;;
3855;06/17/2021;12:00:00;27.665;;;;
3856;06/17/2021;14:00:00;35.971;;;;
3857;06/17/2021;16:00:00;35.115;;;;
3858;06/17/2021;18:00:00;22.525;;;;
3859;06/17/2021;20:00:00;18.521;;;;
3860;06/17/2021;22:00:00;15.760;;;;
3861;06/18/2021;00:00:00;14.517;;;;
3862;06/18/2021;02:00:00;12.883;;;;
3863;06/18/2021;04:00:00;12.690;;;;
3864;06/18/2021;06:00:00;11.722;;;;
3865;06/18/2021;08:00:00;12.883;;;;
3866;06/18/2021;10:00:00;16.713;;;;
3867;06/18/2021;12:00:00;27.961;;;;
3868;06/18/2021;14:00:00;36.728;;;;
3869;06/18/2021;16:00:00;33.222;;;;
3870;06/18/2021;18:00:00;24.158;;;;
3871;06/18/2021;20:00:00;18.045;;;;
3872;06/18/2021;22:00:00;14.996;;;;
3873;06/19/2021;00:00:00;13.846;;;;
3874;06/19/2021;02:00:00;13.558;;;;
3875;06/19/2021;04:00:00;12.690;;;;
3876;06/19/2021;06:00:00;11.916;;;;
3877;06/19/2021;08:00:00;14.996;;;;
3878;06/19/2021;10:00:00;17.665;;;;
3879;06/19/2021;12:00:00;28.258;;;;
3880;06/19/2021;14:00:00;35.971;;;;
3881;06/19/2021;16:00:00;28.258;;;;
3882;06/19/2021;18:00:00;22.908;;;;
3883;06/19/2021;20:00:00;18.806;;;;
3884;06/19/2021;22:00:00;16.523;;;;
3885;06/20/2021;00:00:00;15.855;;;;
3886;06/20/2021;02:00:00;15.187;;;;
3887;06/20/2021;04:00:00;14.230;;;;
3888;06/20/2021;06:00:00;13.173;;;;
3889;06/20/2021;08:00:00;14.709;;;;
3890;06/20/2021;10:00:00;16.427;;;;
3891;06/20/2021;12:00:00;25.513;;;;
3892;06/20/2021;14:00:00;18.045;;;;
3893;06/20/2021;16:00:00;24.448;;;;
3894;06/20/2021;18:00:00;19.282;;;;
3895;06/20/2021;20:00:00;16.046;;;;
3896;06/20/2021;22:00:00;12.980;;;;
3897;06/21/2021;00:00:00;11.916;;;;
3898;06/21/2021;02:00:00;11.819;;;;
3899;06/21/2021;04:00:00;10.553;;;;
3900;06/21/2021;06:00:00;9.571;;;;
3901;06/21/2021;08:00:00;10.651;;;;
3902;06/21/2021;10:00:00;13.654;;;;
3903;06/21/2021;12:00:00;25.513;;;;
3904;06/21/2021;14:00:00;35.435;;;;
3905;06/21/2021;16:00:00;32.497;;;;
3906;06/21/2021;18:00:00;22.046;;;;
3907;06/21/2021;20:00:00;16.808;;;;
3908;06/21/2021;22:00:00;12.980;;;;
3909;06/22/2021;00:00:00;11.916;;;;
3910;06/22/2021;02:00:00;10.748;;;;
3911;06/22/2021;04:00:00;9.768;;;;
3912;06/22/2021;06:00:00;10.944;;;;
3913;06/22/2021;08:00:00;12.497;;;;
3914;06/22/2021;10:00:00;14.709;;;;
3915;06/22/2021;12:00:00;22.046;;;;
3916;06/22/2021;14:00:00;27.961;;;;
3917;06/22/2021;16:00:00;20.329;;;;
3918;06/22/2021;18:00:00;21.473;;;;
3919;06/22/2021;20:00:00;14.134;;;;
3920;06/22/2021;22:00:00;11.139;;;;
3921;06/23/2021;00:00:00;11.625;;;;
3922;06/23/2021;02:00:00;11.625;;;;
3923;06/23/2021;04:00:00;10.553;;;;
3924;06/23/2021;06:00:00;9.472;;;;
3925;06/23/2021;08:00:00;9.669;;;;
3926;06/23/2021;10:00:00;12.980;;;;
3927;06/23/2021;12:00:00;23.292;;;;
3928;06/23/2021;14:00:00;20.710;;;;
3929;06/23/2021;16:00:00;26.879;;;;
3930;06/23/2021;18:00:00;17.950;;;;
3931;06/23/2021;20:00:00;13.942;;;;
3932;06/23/2021;22:00:00;12.594;;;;
3933;06/24/2021;00:00:00;11.528;;;;
3934;06/24/2021;02:00:00;11.139;;;;
3935;06/24/2021;04:00:00;10.259;;;;
3936;06/24/2021;06:00:00;9.768;;;;
3937;06/24/2021;08:00:00;10.259;;;;
3938;06/24/2021;10:00:00;13.846;;;;
3939;06/24/2021;12:00:00;23.966;;;;
3940;06/24/2021;14:00:00;16.237;;;;
3941;06/24/2021;16:00:00;18.996;;;;
3942;06/24/2021;18:00:00;16.903;;;;
3943;06/24/2021;20:00:00;12.013;;;;
3944;06/24/2021;22:00:00;10.846;;;;
3945;06/25/2021;00:00:00;9.176;;;;
3946;06/25/2021;02:00:00;7.983;;;;
3947;06/25/2021;04:00:00;6.471;;;;
3948;06/25/2021;06:00:00;8.282;;;;
3949;06/25/2021;08:00:00;9.176;;;;
3950;06/25/2021;10:00:00;11.916;;;;
3951;06/25/2021;12:00:00;18.996;;;;
3952;06/25/2021;14:00:00;29.853;;;;
3953;06/25/2021;16:00:00;28.258;;;;
3954;06/25/2021;18:00:00;21.282;;;;
3955;06/25/2021;20:00:00;13.076;;;;
3956;06/25/2021;22:00:00;10.455;;;;
3957;06/26/2021;00:00:00;10.846;;;;
3958;06/26/2021;02:00:00;9.373;;;;
3959;06/26/2021;04:00:00;8.581;;;;
3960;06/26/2021;06:00:00;8.082;;;;
3961;06/26/2021;08:00:00;8.879;;;;
3962;06/26/2021;10:00:00;12.304;;;;
3963;06/26/2021;12:00:00;23.677;;;;
3964;06/26/2021;14:00:00;33.639;;;;
3965;06/26/2021;16:00:00;30.154;;;;
3966;06/26/2021;18:00:00;23.484;;;;
3967;06/26/2021;20:00:00;15.569;;;;
3968;06/26/2021;22:00:00;12.980;;;;
3969;06/27/2021;00:00:00;11.236;;;;
3970;06/27/2021;02:00:00;10.259;;;;
3971;06/27/2021;04:00:00;9.866;;;;
3972;06/27/2021;06:00:00;9.275;;;;
3973;06/27/2021;08:00:00;11.625;;;;
3974;06/27/2021;10:00:00;14.804;;;;
3975;06/27/2021;12:00:00;21.664;;;;
3976;06/27/2021;14:00:00;23.196;;;;
3977;06/27/2021;16:00:00;21.091;;;;
3978;06/27/2021;18:00:00;20.329;;;;
3979;06/27/2021;20:00:00;15.473;;;;
3980;06/27/2021;22:00:00;13.365;;;;
3981;06/28/2021;00:00:00;11.916;;;;
3982;06/28/2021;02:00:00;11.139;;;;
3983;06/28/2021;04:00:00;10.553;;;;
3984;06/28/2021;06:00:00;10.455;;;;
3985;06/28/2021;08:00:00;11.916;;;;
3986;06/28/2021;10:00:00;14.517;;;;
3987;06/28/2021;12:00:00;17.760;;;;
3988;06/28/2021;14:00:00;27.468;;;;
3989;06/28/2021;16:00:00;22.046;;;;
3990;06/28/2021;18:00:00;18.806;;;;
3991;06/28/2021;20:00:00;15.951;;;;
3992;06/28/2021;22:00:00;12.883;;;;
3993;06/29/2021;00:00:00;12.497;;;;
3994;06/29/2021;02:00:00;11.139;;;;
3995;06/29/2021;04:00:00;10.161;;;;
3996;06/29/2021;06:00:00;9.571;;;;
3997;06/29/2021;08:00:00;10.846;;;;
3998;06/29/2021;10:00:00;14.325;;;;
3999;06/29/2021;12:00:00;15.187;;;;
4000;06/29/2021;14:00:00;13.846;;;;
4001;06/29/2021;16:00:00;18.996;;;;
4002;06/29/2021;18:00:00;18.711;;;;
4003;06/29/2021;20:00:00;13.269;;;;
4004;06/29/2021;22:00:00;10.944;;;;
4005;06/30/2021;00:00:00;9.373;;;;
4006;06/30/2021;02:00:00;8.382;;;;
4007;06/30/2021;04:00:00;7.381;;;;
4008;06/30/2021;06:00:00;7.079;;;;
4009;06/30/2021;08:00:00;8.481;;;;
4010;06/30/2021;10:00:00;9.275;;;;
4011;06/30/2021;12:00:00;12.110;;;;
4012;06/30/2021;14:00:00;22.525;;;;
4013;06/30/2021;16:00:00;14.804;;;;
4014;06/30/2021;18:00:00;13.365;;;;
4015;06/30/2021;20:00:00;10.455;;;;
4016;06/30/2021;22:00:00;9.275;;;;
4017;07/01/2021;00:00:00;8.481;;;;
4018;07/01/2021;02:00:00;8.879;;;;
4019;07/01/2021;04:00:00;8.481;;;;
4020;07/01/2021;06:00:00;8.581;;;;
4021;07/01/2021;08:00:00;9.866;;;;
4022;07/01/2021;10:00:00;13.269;;;;
4023;07/01/2021;12:00:00;16.332;;;;
4024;07/01/2021;14:00:00;21.569;;;;
4025;07/01/2021;16:00:00;18.426;;;;
4026;07/01/2021;18:00:00;17.760;;;;
4027;07/01/2021;20:00:00;12.110;;;;
4028;07/01/2021;22:00:00;9.768;;;;
4029;07/02/2021;00:00:00;8.082;;;;
4030;07/02/2021;02:00:00;7.582;;;;
4031;07/02/2021;04:00:00;6.877;;;;
4032;07/02/2021;06:00:00;6.166;;;;
4033;07/02/2021;08:00:00;6.573;;;;
4034;07/02/2021;10:00:00;10.944;;;;
